Name,Player Name,Team,Country,Age,Position,Picture Url,Appearances,Assist,Ball Recovery,Block,Block Cross,Clearance,Create Chance,Cross,Dribble Success,Foul,Fouled,Free Kick,Goal,Header Won,Intercept,Own Goal,Passing,Penalty Goal,Saves,Shoot Off Target,Shoot On Target,Tackle,Yellow Card
DIANDRA,DIANDRA DIAZ DEWARI,PSIM YOGYAKARTA,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21145242.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHULAM,GHULAM FATKUR RAHMAN,PSIM YOGYAKARTA,INDONESIA,26,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1713283386.png,3,0,4,0,0,0,0,0,3,2,9,1,0,2,3,0,70,0,0,0,0,5,1
SUARDI HR,HARLAN SUARDI,PSIM YOGYAKARTA,INDONESIA,26,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1717164306.png,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0
ABIYOSO,RIYATNO ABIYOSO,PSIM YOGYAKARTA,INDONESIA,26,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1913565369.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARDIAWAN,RIO HARDIAWAN,PSIM YOGYAKARTA,INDONESIA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619814453.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
REVA ADI U,REVA ADI UTAMA,PSIM YOGYAKARTA,INDONESIA,29,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1612750855.png,4,0,8,2,1,2,1,2,0,4,2,7,0,3,16,0,140,0,0,0,0,5,2
FIKRI,KHAIRUL FIKRI MA’ARIF,PSIM YOGYAKARTA,INDONESIA,22,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23094805.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WARMERDAM,DONNY WARMERDAM,PSIM YOGYAKARTA,BELANDA,23,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25293788.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAHMATSHO,RAHMATSHOH RAHMATZODA,PSIM YOGYAKARTA,TAJIKISTAN,21,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24296351.png,4,0,5,1,0,2,0,0,0,3,3,6,0,4,8,0,113,0,0,1,1,0,0
DEDE SAPARI,DEDE SAPARI,PSIM YOGYAKARTA,INDONESIA,21,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21156529.png,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GILANG,GILANG ARDHA PRADIPTA PURNAMA,PSIM YOGYAKARTA,INDONESIA,19,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21114867.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. KASIM BOTAN,MUHAMAD KASIM BOTAN,PSIM YOGYAKARTA,INDONESIA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1712435608.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAHREZA,FAHREZA SUDIN,PSIM YOGYAKARTA,INDONESIA,25,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1918481445.png,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,1,1
RAFAEL R.,RAFAEL DE SA RODRIGUES,PSIM YOGYAKARTA,BRAZIL,33,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23304488.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N. HALJETA,NERMIN HALJETA,PSIM YOGYAKARTA,SLOVENIA,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24088062.png,4,0,2,0,0,1,3,0,0,2,4,0,1,9,0,0,0,0,0,1,5,0,1
MUH. ARDIANSYAH,MUH. ARDIANSYAH,PSM MAKASSAR,INDONESIA,22,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21019281.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOARES,ALOISIO SOARES NETO,PSM MAKASSAR,BRAZIL,28,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24098434.png,3,0,2,0,0,13,1,1,0,0,2,4,0,7,4,0,63,0,0,0,1,6,1
Y. FERNANDES,YURAN FERNANDES ROCHA LOPES,PSM MAKASSAR,PORTUGAL,31,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22211294.png,2,0,3,2,0,2,0,0,0,0,6,4,0,3,6,0,47,0,0,1,1,4,1
RESKY FW,RESKY FANDI WITRIAWAN,PSM MAKASSAR,INDONESIA,26,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1618903198.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DETHAN,VICTOR JONSON BENJAMIN DETHAN,PSM MAKASSAR,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21160240.png,4,0,2,0,0,2,1,0,1,2,0,0,1,0,4,0,30,0,0,1,1,4,0
SAVIO,SAVIO ROBERTO JULIAO FIGUEIREDO,PSM MAKASSAR,BRAZIL,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25203655.png,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ALEX TANK,ALEX DE AGUIAR GOMES,PSM MAKASSAR,BRAZIL,31,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25147671.png,3,1,0,0,0,0,3,0,4,0,3,0,0,5,0,0,0,0,0,1,0,0,0
DAISUKE,DAISUKE SAKAI,PSM MAKASSAR,JAPAN,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24314868.png,2,0,2,0,0,0,2,1,1,0,4,7,0,0,0,0,0,0,0,0,0,2,0
L. SERAFIM,LUCAS DIAS DO NASCIMENTO SERAFIM,PSM MAKASSAR,BRAZIL,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25138486.png,3,0,0,0,0,2,0,1,1,0,2,0,2,0,3,0,0,1,0,2,2,0,0
SYAHRUL,SYAHRUL R LASINARI,PSM MAKASSAR,INDONESIA,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21243628.png,3,0,5,0,2,6,0,1,0,0,0,2,0,2,8,0,54,0,0,0,0,4,0
RICKY,RICKY PRATAMA,PSM MAKASSAR,INDONESIA,22,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21157154.png,3,0,0,0,1,2,1,0,0,5,4,2,0,0,0,0,33,0,0,2,0,3,2
RASYID B,RASYID ASSAHID BAKRI,PSM MAKASSAR,INDONESIA,34,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6446.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALA,GALA PAGAMO,PSM MAKASSAR,INDONESIA,19,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24175866.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POETRO,KGPH.RK.POETRO NEGORO,PSM MAKASSAR,INDONESIA,18,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24198980.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VICTOR LUIZ,VICTOR LUIZ PRESTES FILHO,PSM MAKASSAR,BRAZIL,28,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24313173.png,4,1,5,3,1,8,6,3,8,6,4,8,0,5,7,0,117,0,0,2,0,11,1
KAREL IEK,KAREL RIDZALD IEK,PSM MAKASSAR,INDONESIA,22,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21185794.png,2,0,0,0,0,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1
M. RIZKY,MUH. RIZKY EKA PRATAMA,PSM MAKASSAR,INDONESIA,26,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE171839844.png,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DZAKY ASRAF,MUH. DZAKI ASRAF HUWAIDI,PSM MAKASSAR,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21171080.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARHAM,MUHAMMAD ARHAM DARMAWAN,PSM MAKASSAR,INDONESIA,19,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21128278.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAHRUL ADITIA,ACHMAT FAHRUL ADITIA,PSM MAKASSAR,INDONESIA,22,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23282847.png,2,0,1,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
M. REZA,M. REZA ARYA PRATAMA,PSM MAKASSAR,INDONESIA,25,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1719956970.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
RIFKYDS,RIFKY DWI SEPTIAWAN,PSM MAKASSAR,INDONESIA,23,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2013988037.png,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1
GLEDSON PAIXAO,GLEDSON PAIXAO DA SILVA,PSM MAKASSAR,BRAZIL,30,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25291456.png,1,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,53,0,0,0,0,0,0
AKBAR,AKBAR TANJUNG,PSM MAKASSAR,INDONESIA,32,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE5159.png,4,0,2,2,0,7,0,0,0,5,0,6,0,0,6,0,59,0,0,0,0,7,2
ARFAN,ARFAN,PSM MAKASSAR,INDONESIA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7396.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALMAN,MUHAMMAD DAFFA SALMAN ZAHRAN SIDIK,PSM MAKASSAR,INDONESIA,23,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22195090.png,2,0,0,0,1,8,0,0,0,2,0,3,0,4,5,0,0,0,0,0,0,0,1
M. MUFLI,MUH. MUFLI HIDAYAT,PSM MAKASSAR,INDONESIA,20,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21151148.png,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDI MUKHRAM,ANDI MUKHRAM PAMUNGKAS,PSM MAKASSAR,INDONESIA,19,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23291372.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. FAHRUL,MUH. FAHRUL,PSM MAKASSAR,INDONESIA,17,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22140056.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAMARA,ABU KAMARA,PSM MAKASSAR,LIBERIA,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25148606.png,3,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,4,1,0,0
ABDUL RAHMAN,ABDUL RAHMAN,PSM MAKASSAR,INDONESIA,24,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1919995134.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANANDA R,ANANDA RAEHAN ALIEF,PSM MAKASSAR,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21159676.png,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
HILMAN SYAH,HILMAN SYAH,PSM MAKASSAR,INDONESIA,28,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619998198.png,3,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,43,0,8,0,0,0,0
MEDINA,JACQUES MEDINA TEMOPELE,PSM MAKASSAR,CONGO,27,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25158558.png,3,0,3,0,0,0,2,1,0,3,3,0,0,2,2,0,53,0,0,2,0,3,0
ARTHUR A.,ARTHUR AUGUSTO DA SILVA,SEMEN PADANG FC,BRAZIL,26,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25142313.png,4,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,92,0,11,0,0,0,0
LEO GUNTARA,LEO GUNTARA,SEMEN PADANG FC,INDONESIA,31,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6146.png,4,0,3,0,0,4,2,3,1,5,0,2,0,2,4,0,110,0,0,0,0,0,1
UMANAILO,ABRIZAL UMANAILO,SEMEN PADANG FC,INDONESIA,29,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7689.png,3,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,1,0,1,1
CHABY,CARLOS FILIPE DA FONSECA CHABY,SEMEN PADANG FC,PORTUGAL,31,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25123779.png,4,1,2,1,0,1,4,0,0,2,3,4,1,0,1,0,63,0,0,3,2,0,1
RIAN,RICKI ARIANSYAH,SEMEN PADANG FC,INDONESIA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619997421.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STEWART,CORNELIUS EZEKIEL STEWART,SEMEN PADANG FC,TRINIDAD AND TOBAGO,36,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24293522.png,4,0,1,0,0,1,3,4,4,4,4,0,0,0,0,0,62,0,0,4,2,2,1
BRUNO GOMES,BRUNO GOMES DE OLIVEIRA CONCEICAO,SEMEN PADANG FC,BRAZIL,29,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25126709.png,4,0,0,1,0,2,3,0,0,7,0,2,2,11,0,0,0,0,0,4,9,0,0
RONALDO,RONALDO JOYBERA R JUNIOR KWATEH,SEMEN PADANG FC,INDONESIA,21,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2117403869.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMUEL,SAMUEL CHRISTIANSON SIMANJUNTAK,SEMEN PADANG FC,INDONESIA,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1716762695.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIMAS RONI,DIMAS RONI SAPUTRA,SEMEN PADANG FC,INDONESIA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23012093.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULIANSYAH,FIRMAN JULIANSYAH,SEMEN PADANG FC,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21243652.png,4,0,2,0,0,0,4,0,0,4,2,0,0,2,0,0,0,0,0,1,0,1,1
PEDRO MATOS,PEDRO RICARDO RODRIGUES DE MATOS,SEMEN PADANG FC,PORTUGAL,27,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25110557.png,3,1,5,0,0,0,4,0,1,5,3,0,0,2,0,0,64,0,0,3,1,3,0
RIDWAN,MUHAMAD RIDWAN,SEMEN PADANG FC,INDONESIA,25,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619997578.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERWIN TRI,HERWIN TRI SAPUTRA,SEMEN PADANG FC,INDONESIA,34,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1819840393.png,1,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
RAMPA,RUI PEDRO RIBEIRO DE SOUSA PEIXOTO,SEMEN PADANG FC,PORTUGAL,33,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25117629.png,3,0,6,2,0,3,1,0,0,0,0,3,1,6,8,0,100,0,0,2,1,9,0
ANGELO,ANGELO RAFAEL TEIXEIRA ALPOIM MENESES,SEMEN PADANG FC,PORTUGAL,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23032779.png,4,0,0,6,0,10,0,0,0,0,4,6,0,10,5,0,165,0,0,1,2,8,0
ZIDANE,ZIDANE PRAMUDYA AFANDI,SEMEN PADANG FC,INDONESIA,23,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23038080.png,4,0,1,2,0,5,0,0,0,4,5,4,0,3,16,0,82,0,0,0,0,4,1
HAMDI SULA,HAMDI SULA,SEMEN PADANG FC,INDONESIA,28,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE201662842.png,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A. WAKASO,ALHASSAN WAKASO,SEMEN PADANG FC,PORTUGAL,33,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25124882.png,4,0,5,1,0,5,3,0,1,7,2,1,0,10,14,0,144,0,0,0,1,14,0
ROSAD,ROSAD SETIAWAN,SEMEN PADANG FC,INDONESIA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE161187378.png,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
FEBRIAN,FEBRIAN TRI YANTO,SEMEN PADANG FC,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21155269.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R. WAHYUDI,RIPAL WAHYUDI,SEMEN PADANG FC,INDONESIA,25,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22247068.png,4,0,2,3,0,0,1,1,1,5,3,0,0,3,8,0,84,0,0,1,1,10,1
A. TUNA,ANTONIUS FLORIDO TUNA,SEMEN PADANG FC,INDONESIA,23,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23284242.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMIRUDDIN,TEGUH AMIRUDDIN,SEMEN PADANG FC,INDONESIA,32,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE4509.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERDIANSYAH,FERDIANSYAH,SEMEN PADANG FC,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21243649.png,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OROPA,ARMANDO OBET OROPA,SEMEN PADANG FC,INDONESIA,22,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22227127.png,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
IRSYAD,IRSYAD MAULANA,SEMEN PADANG FC,INDONESIA,32,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE5182.png,3,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,2,0,0,0
IQBAL BACHTIAR,ACHMAD IQBAL BACHTIAR,SEMEN PADANG FC,INDONESIA,27,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1716973877.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. FAREL,MUHAMMAD FAREL PUTRA WARDANI,SEMEN PADANG FC,INDONESIA,18,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23280222.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
