Name,Player Name,Team,Country,Age,Position,Picture Url,Appearances,Assist,Ball Recovery,Block,Block Cross,Clearance,Create Chance,Cross,Dribble Success,Foul,Fouled,Free Kick,Goal,Header Won,Intercept,Own Goal,Passing,Penalty Goal,Saves,Shoot Off Target,Shoot On Target,Tackle,Yellow Card
VINICIUS,JOEL VINICIUS SILVA DOS ANJOS,BORNEO FC SAMARINDA,BRAZIL,31,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25070874.png,3,0,0,0,0,2,2,0,0,3,0,0,2,3,0,0,0,0,0,0,3,0,1
PERALTA,MARIANO EZEQUIEL PERALTA BAUER,BORNEO FC SAMARINDA,ARGENTINA,27,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24130721.png,3,1,3,0,1,0,2,1,5,2,4,4,3,1,0,0,80,1,0,3,5,3,2
AAN REDZUAN,MUH. REDZUAN FACHGI,BORNEO FC SAMARINDA,INDONESIA,20,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21151126.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAYHAN UTINA,MUHAMAD RAYHAN PUTRA UTINA,BORNEO FC SAMARINDA,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21096310.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. FAJAR F,MUHAMMAD FAJAR FATHURRAHMAN,BORNEO FC SAMARINDA,INDONESIA,23,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1819366455.png,2,0,3,1,2,3,0,2,0,1,0,2,0,0,4,0,81,0,0,1,0,4,0
FARIS ADIT,FARIS ADIT SAPUTRA,BORNEO FC SAMARINDA,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24049550.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOMANG. T,KOMANG TEGUH TRISNANDA,BORNEO FC SAMARINDA,INDONESIA,23,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2114506226.png,3,0,0,2,0,10,1,0,0,1,0,5,0,3,13,0,153,0,0,0,0,1,1
O. MAIKET,CAMARA OUSMANE MAIKET,BORNEO FC SAMARINDA,INDONESIA,18,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24059251.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VILLA,JUAN FELIPE VILLA RUIZ,BORNEO FC SAMARINDA,COLOMBIA,26,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25078271.png,3,1,6,1,0,0,2,0,2,6,2,2,0,0,2,0,92,0,0,3,1,5,0
NDUWARUGIRA,CHRISTOPHE NDUWARUGIRA,BORNEO FC SAMARINDA,BURUNDI,31,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24060185.png,3,0,2,2,0,9,0,0,0,0,4,11,0,8,6,0,153,0,0,1,0,2,1
CAXAMBU,WESTHERLEY GARCIA NOGUEIRA,BORNEO FC SAMARINDA,BRAZIL,28,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25071579.png,3,0,3,0,0,7,4,2,5,2,3,8,0,4,7,0,126,0,0,2,2,2,0
DIEGO. M,DIEGO ROBBIE MICHIELS,BORNEO FC SAMARINDA,INDONESIA,35,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE4839.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHIKA,ANDHIKA PUTRA SETIAWAN,BORNEO FC SAMARINDA,INDONESIA,19,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22151201.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYAHRUL,SYAHRUL TRISNA FADILLAH,BORNEO FC SAMARINDA,INDONESIA,30,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1818932190.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COUTINHO,DOUGLAS COUTINHO GOMES DE SOUZA,BORNEO FC SAMARINDA,BRAZIL,31,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25071746.png,3,0,1,0,0,3,1,1,1,3,10,1,0,5,6,0,0,0,0,3,1,1,0
RIVALDO P,RIVALDO ENERO PAKPAHAN,BORNEO FC SAMARINDA,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23129793.png,1,0,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0
AHMAD AGUNG,AHMAD AGUNG SETIA BUDI,BORNEO FC SAMARINDA,INDONESIA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7604.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFHAREZZI,MUHAMMAD ALFHAREZZI BUFFON,BORNEO FC SAMARINDA,INDONESIA,19,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23216922.png,1,0,0,0,0,0,2,1,0,0,2,2,0,0,2,0,44,0,0,0,0,0,0
ELHOUSSEINI,MOHAMAD BAKER EL HOUSSEINI,BORNEO FC SAMARINDA,LEBANON,23,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25073627.png,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEGAR ISLAMI,MUHAMMAD NARENDRA TEGAR ISLAMI,BORNEO FC SAMARINDA,INDONESIA,19,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23293300.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANGGA S,RANGGA SUMARNA,BORNEO FC SAMARINDA,INDONESIA,19,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24207316.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAFFA FASYA,DAFFA FASYA SUMAWIJAYA,BORNEO FC SAMARINDA,INDONESIA,21,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22188237.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DWIKY ARIS,MUH. DWIKY HARDIANSYAH,BORNEO FC SAMARINDA,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21154223.png,3,0,1,2,0,2,0,0,0,1,2,0,0,0,5,0,50,0,0,0,0,4,0
H.A JUSUF,HABIBI A. JUSUF,BORNEO FC SAMARINDA,INDONESIA,27,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21235145.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASGAL HABIB,ASGAL HABIB ALTARIK,BORNEO FC SAMARINDA,INDONESIA,21,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23290270.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D. KUSWARDANI,DIKA KUSWARDANI,BORNEO FC SAMARINDA,INDONESIA,22,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2018171081.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIKA ADI,DIKA ADI NURDIANSYAH,BORNEO FC SAMARINDA,INDONESIA,18,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23298032.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. SIHRAN,M SIHRAN H AMARULLAH,BORNEO FC SAMARINDA,INDONESIA,26,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1811428528.png,3,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
M. NATSHIR,M NATSHIR FADHIL MAHBUBY,DEWA UNITED BANTEN FC,INDONESIA,32,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE5146.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KUIPERS,NICK ANNA MARIA FRANCOIS KUIPERS,DEWA UNITED BANTEN FC,NETHERLANDS,33,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1911019288.png,5,0,1,7,0,20,1,0,1,2,4,6,0,13,15,0,272,0,0,3,0,12,2
WAHYU PRAS,WAHYU PRASETYO,DEWA UNITED BANTEN FC,INDONESIA,27,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1811280823.png,5,0,6,0,1,6,0,0,0,4,1,1,0,1,12,0,133,0,0,2,0,8,1
JOHNATHAN,JOHNATHAN CARLOS PEREIRA SOUZA,DEWA UNITED BANTEN FC,BRAZIL,30,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25280179.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANO,STEFANO JANTJE LILIPALY,DEWA UNITED BANTEN FC,INDONESIA,35,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE4852.png,5,1,0,0,0,0,3,0,0,2,0,2,0,0,2,0,0,0,0,0,3,4,0
THEO,THEO FILLO B.D. NUMBERI,DEWA UNITED BANTEN FC,INDONESIA,24,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1812978211.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEBY E,FEBY EKA PUTRA,DEWA UNITED BANTEN FC,INDONESIA,26,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1818178711.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUGO GOMES,HUGO GOMES DOS SANTOS SILVA,DEWA UNITED BANTEN FC,BRAZIL,30,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2118744201.png,5,0,3,1,1,6,0,1,1,10,12,9,0,2,13,0,237,0,0,0,0,9,3
PRIVAT,JEAN MARIE PRIVAT BEFOLO MBARGA,DEWA UNITED BANTEN FC,CAMEROON,33,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22070393.png,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY MV,EGY MAULANA VIKRI,DEWA UNITED BANTEN FC,INDONESIA,25,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1619997562.png,5,1,5,0,0,0,6,0,0,2,1,1,0,0,0,0,0,0,0,1,0,5,0
MARUKAWA,TAISEI MARUKAWA,DEWA UNITED BANTEN FC,JAPAN,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21307057.png,5,1,8,0,1,0,6,1,5,8,11,0,2,0,5,0,150,0,0,0,4,0,2
RIZDJAR,RIZDJAR NURVIAT SUBAGJA,DEWA UNITED BANTEN FC,INDONESIA,19,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21177058.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
DANI SAPUTRA,DANI SAPUTRA,DEWA UNITED BANTEN FC,INDONESIA,19,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21192885.png,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
B. M. FATARI,BRIAN FATARI,DEWA UNITED BANTEN FC,INDONESIA,26,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1819981689.png,3,0,0,1,0,3,0,0,0,3,0,0,0,2,5,0,146,0,0,1,0,0,1
RANGGA,RANGGA MUSLIM PERKASA,DEWA UNITED BANTEN FC,INDONESIA,31,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6760.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAFIATUR,MUHAMMAD KAFIATUR RIZKY,DEWA UNITED BANTEN FC,INDONESIA,19,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23206529.png,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RICKY,RICKI KAMBUAYA,DEWA UNITED BANTEN FC,INDONESIA,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1719787292.png,5,1,7,0,0,1,3,0,9,10,8,1,0,3,4,0,149,0,0,1,4,5,1
BAGASKARA,SEPTIAN SATRIA BAGASKARA,DEWA UNITED BANTEN FC,INDONESIA,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1712939148.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. AKBAR A,MUHAMMAD AKBAR ARJUNSYAH,DEWA UNITED BANTEN FC,INDONESIA,24,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22280788.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADY S.,ADY SETIAWAN,DEWA UNITED BANTEN FC,INDONESIA,31,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE7687.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUSAIN A.,HUSAIN ANSHORI,DEWA UNITED BANTEN FC,INDONESIA,18,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22183316.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRUICK,RAFAEL WILLIAM STRUICK,DEWA UNITED BANTEN FC,INDONESIA,22,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25053922.png,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
MESSIDORO,ALEXIS NAHUEL MESSIDORO,DEWA UNITED BANTEN FC,ARGENTINA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22255328.png,5,0,7,1,1,2,7,1,3,0,5,16,3,3,6,0,303,0,0,1,3,5,0
DAFA,DAFA AL GASEMI SETIAWARMAN,DEWA UNITED BANTEN FC,INDONESIA,17,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24101230.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTA BALLAH,ALTALARIQ ERFA AQSAL BALLAH,DEWA UNITED BANTEN FC,INDONESIA,25,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1913720398.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALEX M,ALEX MARTINS FERREIRA,DEWA UNITED BANTEN FC,BRAZIL,32,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23300056.png,5,2,0,0,0,6,5,1,0,2,8,0,2,5,0,0,0,1,0,4,3,0,0
C.SCHEID,CASSIO FERNANDO SCHEID,DEWA UNITED BANTEN FC,PORTUGAL,31,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25092088.png,3,0,2,2,1,4,0,0,0,0,2,4,0,10,8,0,126,0,0,1,0,4,0
YOFANDANI,YOFANDANI DAMAI PRANATA,DEWA UNITED BANTEN FC,INDONESIA,24,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1919995119.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STEVENS,SONNY RICARDO MARCIANO STEVENS,DEWA UNITED BANTEN FC,NETHERLANDS,33,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23053418.png,5,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,125,0,19,0,0,0,0
EDO F,MOH. EDO FEBRIANSAH,DEWA UNITED BANTEN FC,INDONESIA,28,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1717288208.png,5,0,4,1,2,9,2,2,0,6,4,0,0,4,5,0,191,0,0,3,1,19,1
NOVAN S.,NOVAN SETYA SASONGKO,MADURA UNITED FC,INDONESIA,36,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2145.png,3,0,0,0,0,2,0,1,0,4,2,4,0,0,5,0,93,0,0,0,0,0,2
P.MONTEIRO,PEDRO FILIPE TINOCO MONTEIRO,MADURA UNITED FC,PORTUGAL,31,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24104883.png,4,0,4,5,2,15,1,0,0,0,2,11,1,8,23,0,221,1,0,4,3,9,1
WEHRMANN,JORDY HENDRIK NICOLAUS WEHRMANN,MADURA UNITED FC,NETHERLANDS,26,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24099943.png,4,1,8,0,0,3,3,2,0,6,0,0,0,2,14,0,135,0,0,1,0,5,0
PALIC,KERIM PALIC,MADURA UNITED FC,BOSNIA AND HERZEGOVINA,28,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25150702.png,4,0,8,0,2,4,0,0,0,6,0,4,1,3,11,0,193,0,0,0,1,5,0
RUXI,ROGER BONET BADIA,MADURA UNITED FC,SPAIN,30,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24088781.png,4,0,4,2,2,10,0,0,0,4,2,7,0,6,13,0,190,0,0,0,1,11,1
DANI,AHMAD NUFIANDANI,MADURA UNITED FC,INDONESIA,31,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1816767273.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
VALERI,VALERII HRYSHYN,MADURA UNITED FC,UKRAINE,31,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25280064.png,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1
IRAN JUNIOR,IRAN DA CONCEICAO GONCALVES JUNIOR,MADURA UNITED FC,BRAZIL,30,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24099713.png,4,0,8,1,0,1,4,0,2,6,16,4,1,2,0,0,140,0,0,2,2,0,1
LULINHA,LUIZ MARCELO MORAIS DOS REIS,MADURA UNITED FC,BRAZIL,35,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22209821.png,4,0,4,0,0,0,6,5,3,6,11,15,0,2,0,0,157,0,0,3,2,14,2
FERIAN RIZKI,FERIAN RIZKI MAULANA,MADURA UNITED FC,INDONESIA,22,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23281419.png,3,0,1,0,3,0,0,0,1,3,2,0,0,0,8,0,87,0,0,0,0,11,0
PAULO,PAULO OKTAVIANUS SITANGGANG,MADURA UNITED FC,INDONESIA,30,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2457.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEMALUDDIN,MUHAMMAD KEMALUDDIN,MADURA UNITED FC,INDONESIA,26,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1812527466.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIKY,MOCH. DIKY INDRIYANA,MADURA UNITED FC,INDONESIA,28,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE161903626.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAUFANY,M TAUFANY MUSLIHUDDIN,MADURA UNITED FC,INDONESIA,23,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21294683.png,3,0,8,0,0,0,1,0,0,5,4,0,1,0,0,0,0,0,0,2,2,4,0
R.AFRISAL,M RISKI AFRISAL,MADURA UNITED FC,INDONESIA,19,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23274762.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.HARLAN,ADHITYA HARLAN,MADURA UNITED FC,INDONESIA,38,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE5539.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SATRIO AZHAR,SATRIO AZHAR AIS’Y SANTOSO,MADURA UNITED FC,INDONESIA,24,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23061037.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEDHAYANTO,KARTIKA VEDHAYANTO PUTRA,MADURA UNITED FC,INDONESIA,23,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE2017610779.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISWAR SAPUTRA,MISWAR SAPUTRA NURDIN,MADURA UNITED FC,INDONESIA,29,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1615794678.png,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,93,0,12,0,0,0,0
YUDA E,YUDA EDITYA PRATAMA,MADURA UNITED FC,INDONESIA,21,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21183114.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILHAMSYAH,ILHAM SYAH,MADURA UNITED FC,INDONESIA,26,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1918108520.png,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
JASEY,JASEY MICHAEL BERNARD WEHRMANN,MADURA UNITED FC,NETHERLANDS,20,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25140108.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEBY RAMZY,FEBY RAMZY WIRAWAN,MADURA UNITED FC,INDONESIA,23,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22070270.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NURDIANSYAH,NUR DIANSYAH,MADURA UNITED FC,INDONESIA,27,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE21010162.png,3,0,2,1,0,8,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0
TAUFIK,TAUFIK HIDAYAT,MADURA UNITED FC,INDONESIA,32,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE3674.png,3,0,0,0,1,0,1,0,1,0,2,4,0,0,6,0,94,0,0,1,0,7,0
A.RUSADI,AHMAD RUSADI,MADURA UNITED FC,INDONESIA,22,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22190943.png,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAKE ALDO,MAKE ALDO MAULIDINO,MADURA UNITED FC,INDONESIA,27,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6532.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDRO,FRANSISKUS ALESANDRO NIMO OLEPUE,MADURA UNITED FC,INDONESIA,23,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE22261425.png,4,1,0,0,0,0,5,2,1,0,4,0,0,2,6,0,0,0,0,3,0,6,0
RENDY R,RENDY RAZZAQU MOCHTAR,MADURA UNITED FC,INDONESIA,17,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24094432.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOTELLI,ALBERTINE JOAO PEREIRA,MADURA UNITED FC,REPUBLIK GUINEA BISSAU,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25101891.png,4,0,0,0,0,6,2,0,2,3,12,0,0,7,4,0,0,0,0,1,1,0,0
MENDONÇA,JORGE AMBROSIO MENDONçA,MADURA UNITED FC,BRAZIL,30,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25283562.png,1,0,0,1,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
AJI KUSUMA,AJI KUSUMA,MADURA UNITED FC,INDONESIA,26,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1716293945.png,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
ANGGA. S,ANGGA SAPUTRO,MALUT UNITED FC,INDONESIA,32,P. GAWANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE6878.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
NILSON JR,NILSON BARBOSA NASCIMENTO J FIALHO,MALUT UNITED FC,BRAZIL,34,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25288980.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G. FRANCA,GUSTAVO MORENO DE FRANCA,MALUT UNITED FC,BRAZIL,29,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24099511.png,5,0,0,9,2,17,0,0,0,4,4,11,1,9,15,0,164,0,0,1,1,4,2
I. INOCENCIO,IGOR INOCENCIO DE OLIVEIRA,MALUT UNITED FC,BRAZIL,27,BELAKANG,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25085667.png,5,1,8,2,4,8,5,3,3,10,2,12,0,4,5,0,191,0,0,0,0,6,1
CIRO,CIRO HENRIQUE ALVES FERREIRA E SILVA,MALUT UNITED FC,BRAZIL,36,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1918459167.png,5,1,3,0,0,1,5,1,10,0,8,3,1,2,0,0,73,0,0,4,3,0,0
VICO,VINICIUS DUARTE,MALUT UNITED FC,BRAZIL,29,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE25092204.png,5,0,3,1,0,0,1,1,3,0,10,4,0,2,5,0,104,0,0,2,0,7,0
D. DRAJAD,MUHAMMAD DIMAS DRAJAD,MALUT UNITED FC,INDONESIA,28,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1811314087.png,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRONNE,TYRONNE GUSTAVO DEL PINO RAMOS,MALUT UNITED FC,SPAIN,34,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23282544.png,5,1,5,0,0,0,3,0,0,3,4,5,0,3,3,0,96,0,0,2,1,0,1
Y. SAYURI,YAKOB SAYURI,MALUT UNITED FC,INDONESIA,28,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1915865173.png,4,1,5,1,1,6,4,0,2,10,8,0,1,2,7,0,0,0,0,2,6,11,2
ANGULO,WBEYMAR ANGULO MOSQUERA,MALUT UNITED FC,COLOMBIA,33,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE24230448.png,5,0,10,0,2,2,1,0,2,5,3,8,0,0,11,0,138,0,0,0,0,9,0
DAVID DA SILVA,DAVID APARECIDO DA SILVA,MALUT UNITED FC,BRAZIL,36,DEPAN,https://assets.ligaindonesiabaru.com/uploads/images/player/PE1812811890.png,4,0,0,1,0,0,1,0,2,0,4,0,3,4,0,0,0,1,0,0,3,2,0
TAUFIK. R,TAUFIK RUSTAM,MALUT UNITED FC,INDONESIA,20,TENGAH,https://assets.ligaindonesiabaru.com/uploads/images/player/PE23299456.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
